winner,bot_player,bot_wins,moves,max_depth,avg_minimax_time,game_number
Draw,0,False,16,16,4.202127456665039e-06,4990
1,1,True,16,15,4.9173831939697266e-06,4991
1,1,True,16,15,4.827976226806641e-06,4992
1,1,True,8,15,4.708766937255859e-06,4993
0,0,True,7,16,4.351139068603516e-06,4994
1,1,True,14,15,4.904610770089286e-06,4995
1,1,True,8,15,4.5299530029296875e-06,4996
0,0,True,7,16,4.410743713378906e-06,4997
1,1,True,8,15,4.947185516357422e-06,4998
0,0,True,7,16,4.291534423828125e-06,4999
0,0,True,15,16,4.738569259643555e-06,5000
Draw,1,False,16,15,8.13603401184082e-06,5001
1,1,True,8,15,4.410743713378906e-06,5002
Draw,0,False,16,16,4.559755325317383e-06,5003
0,0,True,7,16,5.066394805908203e-06,5004
0,0,True,7,16,4.351139068603516e-06,5005
1,1,True,16,15,6.407499313354492e-06,5006
0,0,True,7,16,4.708766937255859e-06,5007
1,1,True,8,15,4.947185516357422e-06,5008
0,0,True,15,16,4.827976226806641e-06,5009
0,0,True,7,16,4.589557647705078e-06,5010
1,1,True,16,15,7.957220077514648e-06,5011
1,1,True,16,15,5.0067901611328125e-06,5012
0,0,True,15,16,4.738569259643555e-06,5013
Draw,0,False,16,16,4.380941390991211e-06,5014
0,0,True,7,16,4.410743713378906e-06,5015
0,0,True,15,16,6.705522537231445e-06,5016
Draw,1,False,16,15,4.857778549194336e-06,5017
0,0,True,7,16,4.291534423828125e-06,5018
0,0,True,7,16,4.351139068603516e-06,5019
0,0,True,15,16,4.6193599700927734e-06,5020
0,0,True,7,16,4.76837158203125e-06,5021
1,1,True,16,15,6.9141387939453125e-06,5022
1,1,True,14,15,8.446829659598215e-06,5023
1,1,True,16,15,4.738569259643555e-06,5024
Draw,1,False,16,15,6.407499313354492e-06,5025
1,1,True,8,15,4.649162292480469e-06,5026
1,1,True,16,15,5.036592483520508e-06,5027
0,0,True,15,16,4.678964614868164e-06,5028
1,1,True,8,15,4.649162292480469e-06,5029
1,1,True,14,15,1.3215201241629465e-05,5030
1,1,True,16,15,4.857778549194336e-06,5031
1,1,True,16,15,5.036592483520508e-06,5032
1,1,True,16,15,6.377696990966797e-06,5033
1,1,True,16,15,1.093745231628418e-05,5034
Draw,0,False,16,16,6.22868537902832e-06,5035
Draw,1,False,16,15,4.5299530029296875e-06,5036
1,1,True,16,15,4.678964614868164e-06,5037
1,1,True,10,15,5.388259887695313e-06,5038
1,1,True,14,15,5.858285086495536e-06,5039
0,0,True,15,16,4.708766937255859e-06,5040
0,0,True,15,16,4.589557647705078e-06,5041
0,0,True,7,16,4.649162292480469e-06,5042
0,0,True,7,16,5.125999450683594e-06,5043
1,1,True,16,15,7.420778274536133e-06,5044
Draw,0,False,16,16,4.4405460357666016e-06,5045
1,1,True,8,15,7.867813110351562e-06,5046
1,1,True,12,15,4.569689432779948e-06,5047
Draw,0,False,16,16,4.559755325317383e-06,5048
0,0,True,15,16,4.4405460357666016e-06,5049
Draw,0,False,16,16,4.410743713378906e-06,5050
0,0,True,7,16,4.410743713378906e-06,5051
Draw,0,False,16,16,6.5267086029052734e-06,5052
1,1,True,16,15,4.76837158203125e-06,5053
0,0,True,15,16,4.4405460357666016e-06,5054
0,0,True,13,16,4.325594220842634e-06,5055
1,1,True,8,15,1.4126300811767578e-05,5056
1,1,True,16,15,4.798173904418945e-06,5057
Draw,0,False,16,16,4.470348358154297e-06,5058
1,1,True,16,15,6.16908073425293e-06,5059
Draw,1,False,16,15,6.139278411865234e-06,5060
0,0,True,7,16,4.887580871582031e-06,5061
1,1,True,8,15,4.947185516357422e-06,5062
1,1,True,16,15,6.258487701416016e-06,5063
Draw,0,False,16,16,4.202127456665039e-06,5064
1,1,True,14,15,5.279268537248884e-06,5065
1,1,True,16,15,5.036592483520508e-06,5066
1,1,True,16,15,4.76837158203125e-06,5067
0,0,True,7,16,4.827976226806641e-06,5068
0,0,True,7,16,4.410743713378906e-06,5069
0,0,True,15,16,4.589557647705078e-06,5070
0,0,True,7,16,4.947185516357422e-06,5071
1,1,True,16,15,5.0067901611328125e-06,5072
0,0,True,7,16,4.410743713378906e-06,5073
Draw,1,False,16,15,4.857778549194336e-06,5074
Draw,0,False,16,16,5.5730342864990234e-06,5075
Draw,1,False,16,15,5.930662155151367e-06,5076
Draw,1,False,16,15,6.4373016357421875e-06,5077
Draw,0,False,16,16,4.5299530029296875e-06,5078
1,1,True,14,15,6.573540823800224e-06,5079
1,1,True,16,15,4.827976226806641e-06,5080
Draw,0,False,16,16,4.470348358154297e-06,5081
Draw,0,False,16,16,6.586313247680664e-06,5082
1,1,True,16,15,6.884336471557617e-06,5083
1,1,True,16,15,5.990266799926758e-06,5084
0,0,True,15,16,4.380941390991211e-06,5085
1,1,True,16,15,4.410743713378906e-06,5086
Draw,0,False,16,16,5.185604095458984e-06,5087
1,1,True,16,15,4.9173831939697266e-06,5088
Draw,1,False,16,15,4.738569259643555e-06,5089
0,0,True,7,16,4.470348358154297e-06,5090
Draw,0,False,16,16,4.202127456665039e-06,5091
0,0,True,7,16,4.112720489501953e-06,5092
1,1,True,16,15,4.708766937255859e-06,5093
0,0,True,15,16,4.887580871582031e-06,5094
Draw,1,False,16,15,4.76837158203125e-06,5095
0,0,True,7,16,4.887580871582031e-06,5096
1,1,True,16,15,5.245208740234375e-06,5097
1,1,True,14,15,6.709780011858259e-06,5098
Draw,1,False,16,15,5.543231964111328e-06,5099
1,1,True,16,15,5.632638931274414e-06,5100
0,0,True,7,16,4.231929779052734e-06,5101
1,1,True,16,15,6.0498714447021484e-06,5102
1,1,True,12,15,5.125999450683594e-06,5103
1,1,True,16,15,4.827976226806641e-06,5104
0,0,True,7,16,4.589557647705078e-06,5105
1,1,True,14,15,1.0115759713309152e-05,5106
1,1,True,16,15,4.202127456665039e-06,5107
1,1,True,12,15,6.079673767089844e-06,5108
1,1,True,16,15,4.9173831939697266e-06,5109
Draw,0,False,16,16,4.4405460357666016e-06,5110
1,1,True,16,15,5.0961971282958984e-06,5111
1,1,True,16,15,4.6193599700927734e-06,5112
0,0,True,7,16,4.231929779052734e-06,5113
1,1,True,16,15,7.0035457611083984e-06,5114
0,0,True,7,16,5.304813385009766e-06,5115
1,1,True,8,15,5.0067901611328125e-06,5116
1,1,True,16,15,5.125999450683594e-06,5117
0,0,True,13,16,4.46183340890067e-06,5118
0,0,True,13,16,4.155295235770089e-06,5119
1,1,True,8,15,7.510185241699219e-06,5120
1,1,True,16,15,4.76837158203125e-06,5121
0,0,True,13,16,4.564012799944196e-06,5122
Draw,0,False,16,16,5.632638931274414e-06,5123
0,0,True,15,16,4.172325134277344e-06,5124
1,1,True,14,15,5.279268537248884e-06,5125
Draw,1,False,16,15,4.202127456665039e-06,5126
0,0,True,13,16,4.700251988002232e-06,5127
1,1,True,16,15,4.76837158203125e-06,5128
Draw,1,False,16,15,5.9604644775390625e-06,5129
0,0,True,7,16,4.410743713378906e-06,5130
Draw,1,False,16,15,8.13603401184082e-06,5131
Draw,0,False,16,16,4.410743713378906e-06,5132
0,0,True,15,16,4.678964614868164e-06,5133
0,0,True,15,16,4.559755325317383e-06,5134
0,0,True,7,16,4.410743713378906e-06,5135
0,0,True,15,16,4.947185516357422e-06,5136
1,1,True,16,15,5.125999450683594e-06,5137
0,0,True,15,16,5.453824996948242e-06,5138
1,1,True,16,15,5.8710575103759766e-06,5139
1,1,True,12,15,6.953875223795573e-06,5140
1,1,True,16,15,5.513429641723633e-06,5141
1,1,True,16,15,4.500150680541992e-06,5142
0,0,True,7,16,4.172325134277344e-06,5143
Draw,0,False,16,16,4.32133674621582e-06,5144
0,0,True,7,16,4.351139068603516e-06,5145
0,0,True,7,16,4.291534423828125e-06,5146
0,0,True,7,16,4.351139068603516e-06,5147
Draw,0,False,16,16,5.841255187988281e-06,5148
0,0,True,7,16,4.470348358154297e-06,5149
1,1,True,16,15,4.4405460357666016e-06,5150
Draw,0,False,16,16,4.649162292480469e-06,5151
1,1,True,8,15,5.304813385009766e-06,5152
1,1,True,16,15,6.079673767089844e-06,5153
1,1,True,16,15,6.496906280517578e-06,5154
Draw,0,False,16,16,4.410743713378906e-06,5155
Draw,0,False,16,16,5.811452865600586e-06,5156
0,0,True,7,16,4.112720489501953e-06,5157
Draw,0,False,16,16,4.023313522338867e-06,5158
Draw,0,False,16,16,4.559755325317383e-06,5159
1,1,True,14,15,6.811959402901786e-06,5160
0,0,True,7,16,1.0728836059570312e-05,5161
0,0,True,13,16,6.198883056640625e-06,5162
0,0,True,13,16,4.325594220842634e-06,5163
1,1,True,12,15,6.794929504394531e-06,5164
Draw,1,False,16,15,4.231929779052734e-06,5165
Draw,1,False,16,15,6.109476089477539e-06,5166
1,1,True,16,15,4.351139068603516e-06,5167
Draw,0,False,16,16,5.513429641723633e-06,5168
Draw,0,False,16,16,4.1425228118896484e-06,5169
1,1,True,16,15,5.21540641784668e-06,5170
0,0,True,7,16,4.112720489501953e-06,5171
1,1,True,12,15,5.046526590983073e-06,5172
Draw,1,False,16,15,5.602836608886719e-06,5173
1,1,True,16,15,6.377696990966797e-06,5174
1,1,True,12,15,4.649162292480469e-06,5175
0,0,True,7,16,4.112720489501953e-06,5176
0,0,True,7,16,4.172325134277344e-06,5177
0,0,True,15,16,5.066394805908203e-06,5178
1,1,True,8,15,4.649162292480469e-06,5179
1,1,True,14,15,4.938670567103795e-06,5180
1,1,True,16,15,5.900859832763672e-06,5181
0,0,True,7,16,4.172325134277344e-06,5182
1,1,True,8,15,5.125999450683594e-06,5183
1,1,True,12,15,4.6888987223307294e-06,5184
0,0,True,13,16,4.257474626813616e-06,5185
Draw,0,False,16,16,5.453824996948242e-06,5186
0,0,True,7,16,6.973743438720703e-06,5187
Draw,0,False,16,16,4.202127456665039e-06,5188
Draw,0,False,16,16,4.559755325317383e-06,5189
0,0,True,15,16,4.380941390991211e-06,5190
1,1,True,16,15,4.947185516357422e-06,5191
1,1,True,14,15,4.564012799944196e-06,5192
0,0,True,7,16,4.112720489501953e-06,5193
1,1,True,12,15,8.54333241780599e-06,5194
0,0,True,15,16,4.4405460357666016e-06,5195
1,1,True,8,15,5.424022674560547e-06,5196
0,0,True,15,16,4.470348358154297e-06,5197
1,1,True,16,15,4.5299530029296875e-06,5198
1,1,True,16,15,4.678964614868164e-06,5199
1,1,True,10,15,4.816055297851562e-06,5200
0,0,True,7,16,4.708766937255859e-06,5201
Draw,1,False,16,15,4.231929779052734e-06,5202
1,1,True,16,15,6.616115570068359e-06,5203
1,1,True,16,15,4.976987838745117e-06,5204
1,1,True,16,15,4.976987838745117e-06,5205
1,1,True,16,15,4.798173904418945e-06,5206
Draw,0,False,16,16,5.990266799926758e-06,5207
1,1,True,16,15,4.857778549194336e-06,5208
1,1,True,16,15,5.0067901611328125e-06,5209
1,1,True,16,15,4.976987838745117e-06,5210
1,1,True,14,15,4.836491176060268e-06,5211
1,1,True,16,15,4.798173904418945e-06,5212
1,1,True,16,15,4.202127456665039e-06,5213
0,0,True,15,16,4.6193599700927734e-06,5214
0,0,True,13,16,4.76837158203125e-06,5215
1,1,True,14,15,8.24247087751116e-06,5216
0,0,True,7,16,4.351139068603516e-06,5217
1,1,True,16,15,4.708766937255859e-06,5218
Draw,0,False,16,16,4.380941390991211e-06,5219
Draw,0,False,16,16,5.0961971282958984e-06,5220
Draw,1,False,16,15,6.467103958129883e-06,5221
Draw,0,False,16,16,4.380941390991211e-06,5222
1,1,True,8,15,5.066394805908203e-06,5223
Draw,1,False,16,15,4.9173831939697266e-06,5224
0,0,True,7,16,4.410743713378906e-06,5225
0,0,True,15,16,8.016824722290039e-06,5226
0,0,True,7,16,4.470348358154297e-06,5227
1,1,True,16,15,5.692243576049805e-06,5228
0,0,True,7,16,4.231929779052734e-06,5229
0,0,True,7,16,4.351139068603516e-06,5230
0,0,True,7,16,4.172325134277344e-06,5231
Draw,0,False,16,16,4.291534423828125e-06,5232
Draw,0,False,16,16,6.556510925292969e-06,5233
1,1,True,16,15,4.708766937255859e-06,5234
0,0,True,7,16,4.172325134277344e-06,5235
1,1,True,16,15,5.155801773071289e-06,5236
0,0,True,15,16,4.4405460357666016e-06,5237
1,1,True,8,15,4.5299530029296875e-06,5238
Draw,0,False,16,16,6.9141387939453125e-06,5239
1,1,True,8,15,4.589557647705078e-06,5240
1,1,True,16,15,7.957220077514648e-06,5241
1,1,True,12,15,4.76837158203125e-06,5242
0,0,True,7,16,4.5299530029296875e-06,5243
1,1,True,16,15,4.887580871582031e-06,5244
Draw,1,False,16,15,5.900859832763672e-06,5245
Draw,0,False,16,16,4.410743713378906e-06,5246
0,0,True,7,16,4.0531158447265625e-06,5247
0,0,True,7,16,4.112720489501953e-06,5248
1,1,True,16,15,4.708766937255859e-06,5249
0,0,True,7,16,4.351139068603516e-06,5250
1,1,True,16,15,6.020069122314453e-06,5251
1,1,True,14,15,4.495893205915179e-06,5252
Draw,1,False,16,15,4.380941390991211e-06,5253
0,0,True,7,16,4.351139068603516e-06,5254
Draw,0,False,16,16,4.470348358154297e-06,5255
1,1,True,16,15,4.589557647705078e-06,5256
0,0,True,7,16,4.291534423828125e-06,5257
Draw,0,False,16,16,4.26173210144043e-06,5258
1,1,True,8,15,5.125999450683594e-06,5259
Draw,0,False,16,16,4.291534423828125e-06,5260
0,0,True,7,16,4.172325134277344e-06,5261
Draw,0,False,16,16,4.291534423828125e-06,5262
Draw,1,False,16,15,6.318092346191406e-06,5263
0,0,True,7,16,4.172325134277344e-06,5264
0,0,True,7,16,4.172325134277344e-06,5265
1,1,True,8,15,4.649162292480469e-06,5266
Draw,0,False,16,16,4.202127456665039e-06,5267
1,1,True,16,15,4.4405460357666016e-06,5268
1,1,True,16,15,5.245208740234375e-06,5269
1,1,True,14,15,6.709780011858259e-06,5270
1,1,True,14,15,6.232942853655134e-06,5271
0,0,True,15,16,4.5299530029296875e-06,5272
Draw,0,False,16,16,4.380941390991211e-06,5273
0,0,True,15,16,4.4405460357666016e-06,5274
0,0,True,7,16,4.410743713378906e-06,5275
0,0,True,15,16,4.470348358154297e-06,5276
0,0,True,15,16,4.112720489501953e-06,5277
Draw,1,False,16,15,4.76837158203125e-06,5278
Draw,0,False,16,16,4.32133674621582e-06,5279
1,1,True,16,15,4.589557647705078e-06,5280
0,0,True,15,16,4.32133674621582e-06,5281
0,0,True,7,16,4.470348358154297e-06,5282
0,0,True,7,16,4.172325134277344e-06,5283
0,0,True,7,16,4.0531158447265625e-06,5284
1,1,True,16,15,4.32133674621582e-06,5285
1,1,True,8,15,4.470348358154297e-06,5286
1,1,True,10,15,4.9591064453125e-06,5287
0,0,True,7,16,4.172325134277344e-06,5288
0,0,True,7,16,4.231929779052734e-06,5289
0,0,True,7,16,3.993511199951172e-06,5290
0,0,True,7,16,4.470348358154297e-06,5291
1,1,True,12,15,4.927317301432292e-06,5292
0,0,True,7,16,4.231929779052734e-06,5293
0,0,True,7,16,4.0531158447265625e-06,5294
1,1,True,16,15,4.649162292480469e-06,5295
1,1,True,16,15,4.589557647705078e-06,5296
0,0,True,15,16,4.678964614868164e-06,5297
0,0,True,7,16,4.112720489501953e-06,5298
1,1,True,16,15,4.500150680541992e-06,5299
1,1,True,8,15,4.887580871582031e-06,5300
0,0,True,13,16,4.291534423828125e-06,5301
0,0,True,7,16,4.112720489501953e-06,5302
0,0,True,7,16,4.827976226806641e-06,5303
1,1,True,16,15,6.079673767089844e-06,5304
1,1,True,14,15,5.040849958147321e-06,5305
1,1,True,16,15,4.26173210144043e-06,5306
1,1,True,8,15,4.76837158203125e-06,5307
1,1,True,16,15,4.649162292480469e-06,5308
0,0,True,7,16,4.76837158203125e-06,5309
1,1,True,16,15,6.586313247680664e-06,5310
1,1,True,16,15,4.649162292480469e-06,5311
1,1,True,16,15,6.139278411865234e-06,5312
0,0,True,15,16,4.410743713378906e-06,5313
1,1,True,16,15,4.6193599700927734e-06,5314
0,0,True,13,16,5.517687116350446e-06,5315
Draw,1,False,16,15,4.678964614868164e-06,5316
1,1,True,16,15,4.649162292480469e-06,5317
Draw,0,False,16,16,4.410743713378906e-06,5318
1,1,True,16,15,6.735324859619141e-06,5319
1,1,True,12,15,6.159146626790364e-06,5320
Draw,1,False,16,15,4.410743713378906e-06,5321
1,1,True,16,15,7.62939453125e-06,5322
0,0,True,13,16,4.393713814871651e-06,5323
1,1,True,16,15,4.9173831939697266e-06,5324
1,1,True,12,15,5.046526590983073e-06,5325
1,1,True,16,15,4.380941390991211e-06,5326
1,1,True,16,15,5.900859832763672e-06,5327
1,1,True,16,15,4.857778549194336e-06,5328
1,1,True,16,15,4.857778549194336e-06,5329
1,1,True,14,15,5.517687116350446e-06,5330
0,0,True,7,16,4.649162292480469e-06,5331
0,0,True,11,16,4.3710072835286456e-06,5332
0,0,True,15,16,4.4405460357666016e-06,5333
1,1,True,16,15,4.4405460357666016e-06,5334
0,0,True,13,16,4.291534423828125e-06,5335
1,1,True,16,15,4.649162292480469e-06,5336
1,1,True,14,15,6.777899605887276e-06,5337
0,0,True,15,16,5.155801773071289e-06,5338
Draw,0,False,16,16,4.5299530029296875e-06,5339
1,1,True,16,15,9.98377799987793e-06,5340
1,1,True,14,15,6.811959402901786e-06,5341
0,0,True,15,16,4.351139068603516e-06,5342
1,1,True,16,15,5.4836273193359375e-06,5343
1,1,True,16,15,4.738569259643555e-06,5344
Draw,1,False,16,15,4.6193599700927734e-06,5345
1,1,True,16,15,5.185604095458984e-06,5346
1,1,True,16,15,6.586313247680664e-06,5347
1,1,True,16,15,7.987022399902344e-06,5348
0,0,True,11,16,4.331270853678386e-06,5349
0,0,True,13,16,4.257474626813616e-06,5350
0,0,True,11,16,4.291534423828125e-06,5351
1,1,True,16,15,4.380941390991211e-06,5352
0,0,True,15,16,4.589557647705078e-06,5353
0,0,True,13,16,4.734311785016741e-06,5354
Draw,0,False,16,16,4.380941390991211e-06,5355
0,0,True,7,16,4.351139068603516e-06,5356
Draw,1,False,16,15,1.3828277587890625e-05,5357
0,0,True,7,16,4.172325134277344e-06,5358
1,1,True,16,15,4.6193599700927734e-06,5359
Draw,1,False,16,15,6.020069122314453e-06,5360
Draw,0,False,16,16,4.231929779052734e-06,5361
0,0,True,15,16,4.231929779052734e-06,5362
1,1,True,16,15,4.708766937255859e-06,5363
Draw,0,False,16,16,5.304813385009766e-06,5364
0,0,True,7,16,4.112720489501953e-06,5365
1,1,True,14,15,7.186617170061384e-06,5366
0,0,True,7,16,4.0531158447265625e-06,5367
1,1,True,16,15,4.559755325317383e-06,5368
Draw,1,False,16,15,4.798173904418945e-06,5369
Draw,0,False,16,16,4.32133674621582e-06,5370
Draw,1,False,16,15,6.854534149169922e-06,5371
1,1,True,14,15,4.325594220842634e-06,5372
1,1,True,16,15,4.231929779052734e-06,5373
Draw,1,False,16,15,4.4405460357666016e-06,5374
1,1,True,16,15,7.3909759521484375e-06,5375
Draw,0,False,16,16,4.32133674621582e-06,5376
Draw,0,False,16,16,4.380941390991211e-06,5377
1,1,True,16,15,4.32133674621582e-06,5378
0,0,True,7,16,4.231929779052734e-06,5379
1,1,True,14,15,4.836491176060268e-06,5380
Draw,0,False,16,16,4.291534423828125e-06,5381
1,1,True,16,15,4.380941390991211e-06,5382
Draw,0,False,16,16,4.559755325317383e-06,5383
1,1,True,8,15,4.589557647705078e-06,5384
0,0,True,7,16,4.0531158447265625e-06,5385
0,0,True,7,16,4.0531158447265625e-06,5386
0,0,True,15,16,4.351139068603516e-06,5387
1,1,True,16,15,4.231929779052734e-06,5388
1,1,True,16,15,4.559755325317383e-06,5389
0,0,True,11,16,4.450480143229167e-06,5390
1,1,True,16,15,4.9173831939697266e-06,5391
1,1,True,14,15,4.427773611886161e-06,5392
1,1,True,14,15,6.198883056640625e-06,5393
1,1,True,14,15,4.5299530029296875e-06,5394
0,0,True,7,16,4.172325134277344e-06,5395
1,1,True,8,15,4.589557647705078e-06,5396
1,1,True,16,15,4.4405460357666016e-06,5397
1,1,True,8,15,4.291534423828125e-06,5398
1,1,True,16,15,4.112720489501953e-06,5399
1,1,True,16,15,4.32133674621582e-06,5400
1,1,True,16,15,4.380941390991211e-06,5401
1,1,True,8,15,4.172325134277344e-06,5402
Draw,1,False,16,15,5.0961971282958984e-06,5403
0,0,True,11,16,4.5299530029296875e-06,5404
1,1,True,16,15,4.559755325317383e-06,5405
1,1,True,16,15,5.602836608886719e-06,5406
Draw,0,False,16,16,4.291534423828125e-06,5407
1,1,True,16,15,7.68899917602539e-06,5408
0,0,True,15,16,4.202127456665039e-06,5409
Draw,0,False,16,16,4.410743713378906e-06,5410
0,0,True,15,16,4.172325134277344e-06,5411
Draw,0,False,16,16,4.231929779052734e-06,5412
Draw,0,False,16,16,4.827976226806641e-06,5413
0,0,True,7,16,4.172325134277344e-06,5414
1,1,True,16,15,4.202127456665039e-06,5415
1,1,True,14,15,4.393713814871651e-06,5416
Draw,0,False,16,16,4.410743713378906e-06,5417
0,0,True,15,16,4.4405460357666016e-06,5418
Draw,1,False,16,15,4.589557647705078e-06,5419
Draw,1,False,16,15,4.798173904418945e-06,5420
0,0,True,15,16,4.708766937255859e-06,5421
0,0,True,15,16,4.32133674621582e-06,5422
Draw,0,False,16,16,6.22868537902832e-06,5423
1,1,True,8,15,4.947185516357422e-06,5424
0,0,True,7,16,4.470348358154297e-06,5425
1,1,True,16,15,5.3942203521728516e-06,5426
1,1,True,16,15,4.470348358154297e-06,5427
Draw,1,False,16,15,4.32133674621582e-06,5428
0,0,True,15,16,8.255243301391602e-06,5429
1,1,True,8,15,6.556510925292969e-06,5430
1,1,True,16,15,4.589557647705078e-06,5431
1,1,True,16,15,4.470348358154297e-06,5432
0,0,True,7,16,4.291534423828125e-06,5433
0,0,True,7,16,4.470348358154297e-06,5434
1,1,True,16,15,4.500150680541992e-06,5435
Draw,0,False,16,16,4.351139068603516e-06,5436
0,0,True,15,16,4.26173210144043e-06,5437
Draw,0,False,16,16,4.351139068603516e-06,5438
0,0,True,7,16,4.291534423828125e-06,5439
1,1,True,16,15,4.500150680541992e-06,5440
0,0,True,11,16,4.291534423828125e-06,5441
Draw,1,False,16,15,4.470348358154297e-06,5442
1,1,True,12,15,4.649162292480469e-06,5443
1,1,True,16,15,6.407499313354492e-06,5444
Draw,0,False,16,16,4.32133674621582e-06,5445
1,1,True,8,15,4.291534423828125e-06,5446
1,1,True,16,15,5.364418029785156e-06,5447
Draw,0,False,16,16,4.291534423828125e-06,5448
0,0,True,7,16,4.172325134277344e-06,5449
1,1,True,16,15,4.738569259643555e-06,5450
1,1,True,8,15,6.794929504394531e-06,5451
1,1,True,8,15,4.827976226806641e-06,5452
0,0,True,15,16,4.649162292480469e-06,5453
1,1,True,16,15,4.6193599700927734e-06,5454
0,0,True,15,16,4.202127456665039e-06,5455
1,1,True,16,15,4.351139068603516e-06,5456
Draw,0,False,16,16,4.351139068603516e-06,5457
Draw,0,False,16,16,4.32133674621582e-06,5458
1,1,True,16,15,4.559755325317383e-06,5459
1,1,True,16,15,4.202127456665039e-06,5460
1,1,True,8,15,4.351139068603516e-06,5461
Draw,0,False,16,16,4.410743713378906e-06,5462
1,1,True,16,15,7.331371307373047e-06,5463
1,1,True,12,15,6.039937337239583e-06,5464
0,0,True,7,16,4.589557647705078e-06,5465
Draw,0,False,16,16,4.291534423828125e-06,5466
Draw,0,False,16,16,6.705522537231445e-06,5467
1,1,True,14,15,4.291534423828125e-06,5468
Draw,1,False,16,15,4.678964614868164e-06,5469
0,0,True,15,16,4.1425228118896484e-06,5470
0,0,True,7,16,4.112720489501953e-06,5471
1,1,True,8,15,4.589557647705078e-06,5472
Draw,1,False,16,15,4.6193599700927734e-06,5473
0,0,True,7,16,4.470348358154297e-06,5474
1,1,True,16,15,4.678964614868164e-06,5475
1,1,True,16,15,5.7220458984375e-06,5476
1,1,True,16,15,5.185604095458984e-06,5477
0,0,True,7,16,4.0531158447265625e-06,5478
1,1,True,16,15,4.380941390991211e-06,5479
0,0,True,15,16,5.811452865600586e-06,5480
1,1,True,16,15,4.4405460357666016e-06,5481
1,1,True,16,15,4.827976226806641e-06,5482
0,0,True,15,16,4.410743713378906e-06,5483
0,0,True,15,16,4.32133674621582e-06,5484
0,0,True,7,16,4.410743713378906e-06,5485
1,1,True,14,15,5.653926304408482e-06,5486
1,1,True,16,15,5.811452865600586e-06,5487
0,0,True,15,16,4.4405460357666016e-06,5488
1,1,True,16,15,4.649162292480469e-06,5489
0,0,True,7,16,4.231929779052734e-06,5490
Draw,1,False,16,15,5.453824996948242e-06,5491
1,1,True,8,15,4.351139068603516e-06,5492
1,1,True,16,15,4.738569259643555e-06,5493
1,1,True,16,15,4.559755325317383e-06,5494
0,0,True,15,16,7.748603820800781e-06,5495
Draw,1,False,16,15,6.496906280517578e-06,5496
1,1,True,16,15,4.678964614868164e-06,5497
1,1,True,12,15,4.5299530029296875e-06,5498
Draw,0,False,16,16,4.351139068603516e-06,5499
0,0,True,15,16,4.172325134277344e-06,5500
0,0,True,7,16,3.993511199951172e-06,5501
1,1,True,16,15,4.738569259643555e-06,5502
1,1,True,8,15,4.5299530029296875e-06,5503
1,1,True,16,15,7.361173629760742e-06,5504
Draw,0,False,16,16,6.318092346191406e-06,5505
1,1,True,14,15,4.666192190987724e-06,5506
1,1,True,16,15,4.410743713378906e-06,5507
0,0,True,15,16,4.410743713378906e-06,5508
0,0,True,7,16,4.291534423828125e-06,5509
Draw,0,False,16,16,4.202127456665039e-06,5510
1,1,True,16,15,6.586313247680664e-06,5511
1,1,True,16,15,4.559755325317383e-06,5512
1,1,True,16,15,0.0004895925521850586,5513
1,1,True,14,15,1.0286058698381697e-05,5514
Draw,0,False,16,16,8.463859558105469e-06,5515
1,1,True,14,15,1.1239733014787947e-05,5516
1,1,True,16,15,1.0311603546142578e-05,5517
1,1,True,12,15,8.304913838704428e-06,5518
1,1,True,16,15,1.3202428817749023e-05,5519
0,0,True,15,16,8.672475814819336e-06,5520
1,1,True,16,15,9.47713851928711e-06,5521
0,0,True,15,16,8.13603401184082e-06,5522
Draw,0,False,16,16,4.1425228118896484e-06,5523
1,1,True,8,15,4.649162292480469e-06,5524
Draw,1,False,16,15,9.328126907348633e-06,5525
1,1,True,14,15,1.1035374232700893e-05,5526
0,0,True,7,16,8.463859558105469e-06,5527
0,0,True,11,16,7.152557373046875e-06,5528
0,0,True,13,16,6.641660417829241e-06,5529
0,0,True,15,16,4.112720489501953e-06,5530
Draw,1,False,16,15,6.198883056640625e-06,5531
1,1,True,14,15,8.106231689453125e-06,5532
1,1,True,12,15,8.900960286458334e-06,5533
0,0,True,7,16,7.271766662597656e-06,5534
1,1,True,16,15,8.851289749145508e-06,5535
0,0,True,15,16,4.410743713378906e-06,5536
1,1,True,16,15,1.0967254638671875e-05,5537
0,0,True,7,16,4.112720489501953e-06,5538
0,0,True,7,16,6.9141387939453125e-06,5539
1,1,True,16,15,6.407499313354492e-06,5540
0,0,True,7,16,8.404254913330078e-06,5541
0,0,True,7,16,4.172325134277344e-06,5542
1,1,True,16,15,7.033348083496094e-06,5543
0,0,True,13,16,7.050377982003349e-06,5544
Draw,0,False,16,16,6.4373016357421875e-06,5545
0,0,True,11,16,5.7220458984375e-06,5546
1,1,True,16,15,7.808208465576172e-06,5547
0,0,True,7,16,6.258487701416016e-06,5548
0,0,True,7,16,1.3470649719238281e-05,5549
0,0,True,7,16,6.735324859619141e-06,5550
0,0,True,7,16,3.993511199951172e-06,5551
0,0,True,15,16,6.794929504394531e-06,5552
1,1,True,14,15,6.335122244698661e-06,5553
0,0,True,7,16,6.9141387939453125e-06,5554
1,1,True,16,15,8.13603401184082e-06,5555
1,1,True,16,15,5.990266799926758e-06,5556
1,1,True,8,15,7.271766662597656e-06,5557
