winner,bot_player,bot_wins,moves,max_depth,avg_minimax_time,game_number
Draw,0,False,16,16,5.8710575103759766e-06,1
0,0,True,15,16,6.258487701416016e-06,2
Draw,0,False,16,16,9.298324584960938e-06,3
0,0,True,7,16,5.841255187988281e-06,4
1,1,True,16,15,5.334615707397461e-06,5
0,0,True,15,16,7.599592208862305e-06,6
1,1,True,16,15,8.493661880493164e-06,7
0,0,True,15,16,6.973743438720703e-06,8
Draw,0,False,16,16,4.4405460357666016e-06,9
1,1,True,16,15,5.334615707397461e-06,10
1,1,True,8,15,5.245208740234375e-06,11
1,1,True,16,15,4.827976226806641e-06,12
1,1,True,14,15,4.870550973074776e-06,13
1,1,True,14,15,4.666192190987724e-06,14
1,1,True,16,15,6.8247318267822266e-06,15
Draw,1,False,16,15,5.900859832763672e-06,16
1,1,True,16,15,4.9173831939697266e-06,17
1,1,True,8,15,5.4836273193359375e-06,18
0,0,True,15,16,6.616115570068359e-06,19
1,1,True,16,15,5.0961971282958984e-06,20
0,0,True,13,16,6.164823259626116e-06,21
1,1,True,16,15,4.827976226806641e-06,22
1,1,True,16,15,5.7220458984375e-06,23
Draw,0,False,16,16,7.0035457611083984e-06,24
1,1,True,16,15,4.589557647705078e-06,25
1,1,True,16,15,4.6193599700927734e-06,26
0,0,True,15,16,4.678964614868164e-06,27
1,1,True,16,15,7.957220077514648e-06,28
1,1,True,14,15,5.347388131277901e-06,29
Draw,1,False,16,15,4.827976226806641e-06,30
1,1,True,12,15,5.1657358805338544e-06,31
0,0,True,15,16,5.334615707397461e-06,32
0,0,True,13,16,7.493155343191964e-06,33
Draw,1,False,16,15,4.5299530029296875e-06,34
0,0,True,7,16,4.76837158203125e-06,35
0,0,True,15,16,5.4836273193359375e-06,36
Draw,0,False,16,16,4.4405460357666016e-06,37
0,0,True,13,16,7.016318184988839e-06,38
1,1,True,16,15,5.0961971282958984e-06,39
1,1,True,16,15,5.662441253662109e-06,40
0,0,True,7,16,6.4373016357421875e-06,41
1,1,True,8,15,5.066394805908203e-06,42
Draw,0,False,16,16,4.649162292480469e-06,43
0,0,True,7,16,4.649162292480469e-06,44
1,1,True,14,15,4.972730364118304e-06,45
1,1,True,8,15,4.589557647705078e-06,46
Draw,1,False,16,15,4.589557647705078e-06,47
Draw,0,False,16,16,6.22868537902832e-06,48
0,0,True,15,16,4.112720489501953e-06,49
1,1,True,16,15,4.678964614868164e-06,50
0,0,True,7,16,4.112720489501953e-06,51
0,0,True,7,16,4.231929779052734e-06,52
0,0,True,7,16,4.0531158447265625e-06,53
Draw,0,False,16,16,5.4836273193359375e-06,54
1,1,True,16,15,5.513429641723633e-06,55
0,0,True,7,16,4.0531158447265625e-06,56
1,1,True,16,15,5.990266799926758e-06,57
0,0,True,7,16,3.993511199951172e-06,58
1,1,True,12,15,5.404154459635417e-06,59
Draw,1,False,16,15,4.708766937255859e-06,60
Draw,0,False,16,16,5.513429641723633e-06,61
0,0,True,15,16,6.794929504394531e-06,62
Draw,0,False,16,16,5.21540641784668e-06,63
1,1,True,16,15,6.258487701416016e-06,64
1,1,True,16,15,4.0531158447265625e-06,65
1,1,True,12,15,5.6425730387369794e-06,66
1,1,True,16,15,5.036592483520508e-06,67
0,0,True,13,16,5.653926304408482e-06,68
1,1,True,16,15,4.976987838745117e-06,69
0,0,True,7,16,4.0531158447265625e-06,70
0,0,True,15,16,5.5730342864990234e-06,71
1,1,True,16,15,6.4373016357421875e-06,72
0,0,True,15,16,5.21540641784668e-06,73
1,1,True,10,15,4.9591064453125e-06,74
0,0,True,7,16,4.291534423828125e-06,75
1,1,True,16,15,4.947185516357422e-06,76
1,1,True,16,15,4.947185516357422e-06,77
Draw,0,False,16,16,4.1425228118896484e-06,78
1,1,True,16,15,5.781650543212891e-06,79
1,1,True,16,15,4.827976226806641e-06,80
1,1,True,12,15,6.039937337239583e-06,81
Draw,0,False,16,16,4.738569259643555e-06,82
1,1,True,16,15,4.649162292480469e-06,83
1,1,True,16,15,4.976987838745117e-06,84
0,0,True,7,16,4.351139068603516e-06,85
Draw,0,False,16,16,4.351139068603516e-06,86
1,1,True,16,15,4.589557647705078e-06,87
1,1,True,12,15,5.046526590983073e-06,88
0,0,True,7,16,4.172325134277344e-06,89
1,1,True,16,15,4.4405460357666016e-06,90
Draw,1,False,16,15,5.632638931274414e-06,91
0,0,True,15,16,4.380941390991211e-06,92
1,1,True,16,15,5.5730342864990234e-06,93
0,0,True,7,16,4.76837158203125e-06,94
1,1,True,16,15,4.76837158203125e-06,95
1,1,True,8,15,4.649162292480469e-06,96
1,1,True,12,15,4.6888987223307294e-06,97
1,1,True,8,15,4.76837158203125e-06,98
0,0,True,7,16,4.649162292480469e-06,99
1,1,True,16,15,6.16908073425293e-06,100
1,1,True,16,15,4.380941390991211e-06,101
1,1,True,16,15,5.0067901611328125e-06,102
0,0,True,7,16,4.0531158447265625e-06,103
0,0,True,7,16,4.410743713378906e-06,104
Draw,0,False,16,16,6.4373016357421875e-06,105
Draw,1,False,16,15,5.990266799926758e-06,106
Draw,0,False,16,16,5.21540641784668e-06,107
0,0,True,13,16,4.189355032784599e-06,108
0,0,True,7,16,4.112720489501953e-06,109
1,1,True,16,15,4.798173904418945e-06,110
0,0,True,13,16,4.359654017857143e-06,111
0,0,True,13,16,6.403241838727679e-06,112
1,1,True,14,15,4.904610770089286e-06,113
1,1,True,16,15,4.6193599700927734e-06,114
1,1,True,12,15,4.967053731282552e-06,115
0,0,True,7,16,4.112720489501953e-06,116
1,1,True,14,15,4.257474626813616e-06,117
1,1,True,12,15,4.6888987223307294e-06,118
1,1,True,16,15,4.798173904418945e-06,119
0,0,True,15,16,5.424022674560547e-06,120
Draw,0,False,16,16,4.291534423828125e-06,121
Draw,0,False,16,16,5.632638931274414e-06,122
1,1,True,14,15,4.904610770089286e-06,123
Draw,1,False,16,15,4.9173831939697266e-06,124
1,1,True,16,15,4.32133674621582e-06,125
1,1,True,16,15,4.32133674621582e-06,126
Draw,0,False,16,16,4.0531158447265625e-06,127
1,1,True,14,15,4.972730364118304e-06,128
1,1,True,16,15,4.5299530029296875e-06,129
Draw,0,False,16,16,5.543231964111328e-06,130
0,0,True,15,16,4.5299530029296875e-06,131
1,1,True,16,15,5.304813385009766e-06,132
1,1,True,16,15,4.589557647705078e-06,133
1,1,True,16,15,4.202127456665039e-06,134
0,0,True,7,16,4.172325134277344e-06,135
1,1,True,16,15,4.410743713378906e-06,136
0,0,True,15,16,4.589557647705078e-06,137
0,0,True,7,16,4.470348358154297e-06,138
0,0,True,7,16,4.291534423828125e-06,139
0,0,True,15,16,5.7220458984375e-06,140
Draw,0,False,16,16,6.139278411865234e-06,141
1,1,True,16,15,5.900859832763672e-06,142
0,0,True,7,16,4.410743713378906e-06,143
1,1,True,12,15,4.172325134277344e-06,144
1,1,True,16,15,4.76837158203125e-06,145
0,0,True,7,16,4.172325134277344e-06,146
1,1,True,10,15,4.57763671875e-06,147
1,1,True,8,15,4.589557647705078e-06,148
1,1,True,8,15,4.589557647705078e-06,149
0,0,True,7,16,4.231929779052734e-06,150
1,1,True,16,15,4.6193599700927734e-06,151
0,0,True,7,16,4.112720489501953e-06,152
0,0,True,7,16,4.112720489501953e-06,153
Draw,0,False,16,16,5.3942203521728516e-06,154
Draw,0,False,16,16,5.513429641723633e-06,155
1,1,True,14,15,1.3249261038643973e-05,156
Draw,0,False,16,16,5.424022674560547e-06,157
Draw,0,False,16,16,4.589557647705078e-06,158
0,0,True,7,16,4.0531158447265625e-06,159
1,1,True,16,15,7.212162017822266e-06,160
0,0,True,7,16,4.172325134277344e-06,161
1,1,True,8,15,4.708766937255859e-06,162
0,0,True,15,16,4.32133674621582e-06,163
0,0,True,15,16,5.632638931274414e-06,164
1,1,True,14,15,4.46183340890067e-06,165
1,1,True,16,15,4.4405460357666016e-06,166
1,1,True,16,15,4.589557647705078e-06,167
1,1,True,14,15,4.427773611886161e-06,168
1,1,True,16,15,4.6193599700927734e-06,169
1,1,True,16,15,4.351139068603516e-06,170
1,1,True,8,15,4.589557647705078e-06,171
0,0,True,15,16,4.4405460357666016e-06,172
1,1,True,16,15,4.76837158203125e-06,173
0,0,True,15,16,5.543231964111328e-06,174
0,0,True,7,16,4.351139068603516e-06,175
1,1,True,14,15,4.836491176060268e-06,176
1,1,True,8,15,4.5299530029296875e-06,177
1,1,True,14,15,6.880078996930804e-06,178
0,0,True,7,16,4.291534423828125e-06,179
0,0,True,7,16,4.5299530029296875e-06,180
Draw,1,False,16,15,4.678964614868164e-06,181
Draw,0,False,16,16,4.291534423828125e-06,182
0,0,True,7,16,4.172325134277344e-06,183
1,1,True,8,15,4.231929779052734e-06,184
1,1,True,8,15,4.5299530029296875e-06,185
1,1,True,8,15,9.894371032714844e-06,186
1,1,True,8,15,6.020069122314453e-06,187
1,1,True,14,15,5.653926304408482e-06,188
Draw,1,False,16,15,4.887580871582031e-06,189
Draw,0,False,16,16,5.0067901611328125e-06,190
0,0,True,15,16,6.943941116333008e-06,191
Draw,0,False,16,16,7.331371307373047e-06,192
1,1,True,8,15,5.245208740234375e-06,193
1,1,True,16,15,6.556510925292969e-06,194
0,0,True,7,16,5.424022674560547e-06,195
0,0,True,7,16,5.7220458984375e-06,196
1,1,True,16,15,6.0498714447021484e-06,197
1,1,True,16,15,5.602836608886719e-06,198
0,0,True,7,16,4.887580871582031e-06,199
0,0,True,15,16,6.586313247680664e-06,200
0,0,True,13,16,5.211148943219866e-06,201
0,0,True,15,16,6.973743438720703e-06,202
0,0,True,7,16,4.649162292480469e-06,203
1,1,True,16,15,8.165836334228516e-06,204
0,0,True,7,16,5.125999450683594e-06,205
0,0,True,7,16,9.417533874511719e-06,206
0,0,True,7,16,4.76837158203125e-06,207
1,1,True,10,15,6.341934204101563e-06,208
0,0,True,7,16,7.212162017822266e-06,209
Draw,0,False,16,16,4.559755325317383e-06,210
0,0,True,7,16,4.112720489501953e-06,211
0,0,True,7,16,8.761882781982422e-06,212
0,0,True,7,16,6.735324859619141e-06,213
0,0,True,7,16,4.172325134277344e-06,214
0,0,True,13,16,4.938670567103795e-06,215
1,1,True,16,15,6.258487701416016e-06,216
Draw,0,False,16,16,7.212162017822266e-06,217
1,1,True,16,15,6.22868537902832e-06,218
1,1,True,16,15,8.52346420288086e-06,219
0,0,True,15,16,5.4836273193359375e-06,220
Draw,0,False,16,16,4.649162292480469e-06,221
1,1,True,8,15,6.4373016357421875e-06,222
Draw,1,False,16,15,6.794929504394531e-06,223
0,0,True,7,16,5.185604095458984e-06,224
1,1,True,16,15,6.079673767089844e-06,225
Draw,0,False,16,16,5.8710575103759766e-06,226
0,0,True,7,16,5.0067901611328125e-06,227
1,1,True,16,15,9.417533874511719e-06,228
0,0,True,7,16,4.887580871582031e-06,229
0,0,True,13,16,5.313328334263393e-06,230
0,0,True,7,16,4.291534423828125e-06,231
1,1,True,16,15,5.602836608886719e-06,232
0,0,True,11,16,5.086263020833333e-06,233
0,0,True,15,16,4.172325134277344e-06,234
0,0,True,7,16,5.066394805908203e-06,235
Draw,1,False,16,15,5.3942203521728516e-06,236
0,0,True,15,16,5.0067901611328125e-06,237
1,1,True,16,15,7.987022399902344e-06,238
1,1,True,16,15,6.079673767089844e-06,239
1,1,True,16,15,6.4373016357421875e-06,240
1,1,True,16,15,6.288290023803711e-06,241
1,1,True,8,15,5.662441253662109e-06,242
0,0,True,7,16,4.887580871582031e-06,243
1,1,True,16,15,6.079673767089844e-06,244
0,0,True,7,16,5.364418029785156e-06,245
0,0,True,7,16,5.125999450683594e-06,246
0,0,True,11,16,7.788340250651041e-06,247
1,1,True,16,15,4.827976226806641e-06,248
0,0,True,15,16,4.857778549194336e-06,249
1,1,True,16,15,5.8710575103759766e-06,250
1,1,True,16,15,6.3478946685791016e-06,251
1,1,True,16,15,6.0498714447021484e-06,252
0,0,True,7,16,5.9604644775390625e-06,253
0,0,True,15,16,6.020069122314453e-06,254
0,0,True,7,16,5.781650543212891e-06,255
1,1,True,16,15,6.496906280517578e-06,256
Draw,1,False,16,15,6.318092346191406e-06,257
Draw,1,False,16,15,5.9604644775390625e-06,258
1,1,True,16,15,6.020069122314453e-06,259
1,1,True,16,15,8.732080459594727e-06,260
Draw,1,False,16,15,5.751848220825195e-06,261
0,0,True,15,16,6.586313247680664e-06,262
1,1,True,16,15,5.543231964111328e-06,263
Draw,0,False,16,16,5.0961971282958984e-06,264
Draw,0,False,16,16,4.589557647705078e-06,265
1,1,True,16,15,6.16908073425293e-06,266
1,1,True,16,15,5.602836608886719e-06,267
0,0,True,7,16,5.543231964111328e-06,268
0,0,True,7,16,5.602836608886719e-06,269
Draw,0,False,16,16,4.738569259643555e-06,270
1,1,True,16,15,5.751848220825195e-06,271
1,1,True,16,15,7.331371307373047e-06,272
0,0,True,15,16,1.6301870346069336e-05,273
1,1,True,16,15,6.705522537231445e-06,274
1,1,True,16,15,6.407499313354492e-06,275
Draw,0,False,16,16,6.377696990966797e-06,276
Draw,0,False,16,16,5.9604644775390625e-06,277
0,0,True,13,16,5.313328334263393e-06,278
0,0,True,7,16,7.808208465576172e-06,279
1,1,True,16,15,5.364418029785156e-06,280
1,1,True,8,15,7.033348083496094e-06,281
1,1,True,16,15,5.930662155151367e-06,282
0,0,True,7,16,5.0067901611328125e-06,283
1,1,True,16,15,8.165836334228516e-06,284
1,1,True,8,15,6.735324859619141e-06,285
1,1,True,12,15,6.198883056640625e-06,286
0,0,True,7,16,5.900859832763672e-06,287
1,1,True,14,15,7.3909759521484375e-06,288
1,1,True,16,15,5.9604644775390625e-06,289
1,1,True,16,15,5.424022674560547e-06,290
0,0,True,7,16,6.079673767089844e-06,291
1,1,True,14,15,6.062643868582589e-06,292
0,0,True,7,16,7.271766662597656e-06,293
0,0,True,7,16,5.245208740234375e-06,294
1,1,True,16,15,5.245208740234375e-06,295
0,0,True,7,16,5.602836608886719e-06,296
1,1,True,16,15,5.3942203521728516e-06,297
1,1,True,16,15,5.602836608886719e-06,298
0,0,True,7,16,4.172325134277344e-06,299
1,1,True,8,15,5.841255187988281e-06,300
0,0,True,7,16,4.649162292480469e-06,301
1,1,True,16,15,6.16908073425293e-06,302
0,0,True,7,16,4.649162292480469e-06,303
Draw,0,False,16,16,6.3478946685791016e-06,304
1,1,True,16,15,5.21540641784668e-06,305
0,0,True,15,16,7.361173629760742e-06,306
1,1,True,16,15,5.155801773071289e-06,307
1,1,True,12,15,5.602836608886719e-06,308
1,1,True,12,15,7.192293802897136e-06,309
1,1,True,16,15,5.930662155151367e-06,310
1,1,True,16,15,7.3015689849853516e-06,311
1,1,True,16,15,5.185604095458984e-06,312
Draw,0,False,16,16,5.334615707397461e-06,313
1,1,True,16,15,6.109476089477539e-06,314
Draw,0,False,16,16,5.066394805908203e-06,315
0,0,True,7,16,8.702278137207031e-06,316
1,1,True,8,15,6.079673767089844e-06,317
1,1,True,8,15,5.424022674560547e-06,318
1,1,True,16,15,7.0035457611083984e-06,319
Draw,1,False,16,15,5.0961971282958984e-06,320
0,0,True,7,16,5.4836273193359375e-06,321
1,1,True,16,15,6.020069122314453e-06,322
1,1,True,16,15,7.957220077514648e-06,323
Draw,0,False,16,16,5.21540641784668e-06,324
Draw,0,False,16,16,1.1593103408813477e-05,325
0,0,True,7,16,4.708766937255859e-06,326
0,0,True,13,16,7.084437779017857e-06,327
0,0,True,7,16,6.830692291259766e-05,328
0,0,True,7,16,4.589557647705078e-06,329
1,1,True,16,15,5.602836608886719e-06,330
0,0,True,13,16,4.666192190987724e-06,331
0,0,True,11,16,9.457270304361979e-06,332
1,1,True,8,15,6.079673767089844e-06,333
0,0,True,15,16,7.718801498413086e-06,334
0,0,True,15,16,9.626150131225586e-06,335
Draw,1,False,16,15,5.185604095458984e-06,336
1,1,True,16,15,6.020069122314453e-06,337
1,1,True,8,15,5.424022674560547e-06,338
1,1,True,16,15,6.407499313354492e-06,339
0,0,True,13,16,4.802431379045759e-06,340
1,1,True,12,15,7.470448811848958e-06,341
0,0,True,15,16,6.645917892456055e-06,342
1,1,True,16,15,5.602836608886719e-06,343
1,1,True,14,15,6.709780011858259e-06,344
1,1,True,8,15,6.020069122314453e-06,345
1,1,True,16,15,5.245208740234375e-06,346
1,1,True,8,15,5.424022674560547e-06,347
1,1,True,8,15,6.735324859619141e-06,348
0,0,True,7,16,5.424022674560547e-06,349
1,1,True,16,15,5.632638931274414e-06,350
Draw,0,False,16,16,5.245208740234375e-06,351
1,1,True,16,15,5.3942203521728516e-06,352
0,0,True,7,16,6.67572021484375e-06,353
1,1,True,16,15,8.493661880493164e-06,354
0,0,True,7,16,0.0012458562850952148,355
1,1,True,14,15,1.239776611328125e-05,356
0,0,True,15,16,9.387731552124023e-06,357
0,0,True,7,16,1.0013580322265625e-05,358
1,1,True,16,15,1.2427568435668945e-05,359
1,1,True,16,15,1.5169382095336914e-05,360
0,0,True,15,16,1.2636184692382812e-05,361
0,0,True,7,16,1.0907649993896484e-05,362
0,0,True,11,16,9.973843892415365e-06,363
1,1,True,16,15,1.0102987289428711e-05,364
0,0,True,7,16,1.537799835205078e-05,365
Draw,0,False,16,16,1.0251998901367188e-05,366
1,1,True,16,15,1.0967254638671875e-05,367
0,0,True,7,16,7.748603820800781e-06,368
Draw,1,False,16,15,1.5109777450561523e-05,369
0,0,True,7,16,1.0192394256591797e-05,370
0,0,True,7,16,7.331371307373047e-06,371
Draw,0,False,16,16,6.318092346191406e-06,372
0,0,True,7,16,4.0531158447265625e-06,373
1,1,True,8,15,2.4259090423583984e-05,374
0,0,True,7,16,7.152557373046875e-06,375
0,0,True,7,16,5.245208740234375e-06,376
1,1,True,8,15,1.7642974853515625e-05,377
0,0,True,7,16,5.304813385009766e-06,378
1,1,True,14,15,6.062643868582589e-06,379
0,0,True,7,16,1.0728836059570312e-05,380
1,1,True,16,15,1.0848045349121094e-05,381
0,0,True,7,16,5.304813385009766e-06,382
Draw,0,False,16,16,9.5367431640625e-06,383
1,1,True,12,15,1.54574712117513e-05,384
Draw,1,False,16,15,9.328126907348633e-06,385
0,0,True,7,16,4.589557647705078e-06,386
1,1,True,12,15,9.814898173014322e-06,387
0,0,True,15,16,1.0132789611816406e-05,388
Draw,0,False,16,16,1.2934207916259766e-05,389
0,0,True,7,16,6.079673767089844e-06,390
Draw,0,False,16,16,1.239776611328125e-05,391
1,1,True,14,15,1.301084245954241e-05,392
1,1,True,8,15,9.894371032714844e-06,393
1,1,True,16,15,9.804964065551758e-06,394
1,1,True,16,15,9.447336196899414e-06,395
Draw,0,False,16,16,9.119510650634766e-06,396
1,1,True,16,15,1.1622905731201172e-05,397
0,0,True,7,16,5.066394805908203e-06,398
1,1,True,16,15,9.417533874511719e-06,399
0,0,True,7,16,5.0067901611328125e-06,400
0,0,True,7,16,5.245208740234375e-06,401
Draw,1,False,16,15,1.2040138244628906e-05,402
1,1,True,12,15,9.417533874511719e-06,403
Draw,1,False,16,15,6.556510925292969e-06,404
1,1,True,14,15,1.2227467128208705e-05,405
0,0,True,15,16,7.599592208862305e-06,406
Draw,0,False,16,16,9.5367431640625e-06,407
0,0,True,7,16,5.304813385009766e-06,408
1,1,True,16,15,1.099705696105957e-05,409
Draw,0,False,16,16,1.4185905456542969e-05,410
Draw,0,False,16,16,7.897615432739258e-06,411
0,0,True,7,16,5.543231964111328e-06,412
1,1,True,14,15,8.753367832728795e-06,413
1,1,True,16,15,1.245737075805664e-05,414
1,1,True,12,15,1.1006991068522135e-05,415
0,0,True,7,16,5.7220458984375e-06,416
1,1,True,12,15,5.205472310384114e-06,417
0,0,True,7,16,6.258487701416016e-06,418
1,1,True,16,15,1.1205673217773438e-05,419
0,0,True,7,16,1.1444091796875e-05,420
1,1,True,16,15,8.672475814819336e-06,421
1,1,True,8,15,6.616115570068359e-06,422
1,1,True,16,15,1.5050172805786133e-05,423
Draw,0,False,16,16,5.8710575103759766e-06,424
0,0,True,15,16,5.304813385009766e-06,425
1,1,True,16,15,6.496906280517578e-06,426
0,0,True,15,16,6.0498714447021484e-06,427
0,0,True,7,16,9.238719940185547e-06,428
0,0,True,15,16,8.046627044677734e-06,429
Draw,0,False,16,16,9.357929229736328e-06,430
0,0,True,15,16,5.245208740234375e-06,431
1,1,True,16,15,7.778406143188477e-06,432
0,0,True,11,16,8.384386698404947e-06,433
1,1,True,14,15,7.254736764090401e-06,434
1,1,True,12,15,9.616216023763021e-06,435
0,0,True,7,16,4.410743713378906e-06,436
0,0,True,7,16,6.794929504394531e-06,437
1,1,True,12,15,1.4583269755045572e-05,438
1,1,True,14,15,7.62939453125e-06,439
0,0,True,15,16,6.496906280517578e-06,440
0,0,True,7,16,4.231929779052734e-06,441
0,0,True,7,16,4.351139068603516e-06,442
1,1,True,16,15,1.0251998901367188e-05,443
1,1,True,16,15,6.884336471557617e-06,444
Draw,0,False,16,16,7.0035457611083984e-06,445
1,1,True,8,15,7.987022399902344e-06,446
0,0,True,15,16,6.705522537231445e-06,447
1,1,True,16,15,6.496906280517578e-06,448
0,0,True,13,16,8.54900905064174e-06,449
1,1,True,16,15,9.685754776000977e-06,450
1,1,True,14,15,6.948198590959821e-06,451
Draw,0,False,16,16,4.4405460357666016e-06,452
Draw,0,False,16,16,4.231929779052734e-06,453
1,1,True,8,15,4.947185516357422e-06,454
1,1,True,8,15,8.64267349243164e-06,455
Draw,1,False,16,15,6.884336471557617e-06,456
1,1,True,8,15,7.987022399902344e-06,457
Draw,1,False,16,15,7.778406143188477e-06,458
1,1,True,16,15,9.298324584960938e-06,459
1,1,True,8,15,5.245208740234375e-06,460
0,0,True,15,16,4.6193599700927734e-06,461
0,0,True,7,16,4.291534423828125e-06,462
0,0,True,7,16,4.589557647705078e-06,463
0,0,True,15,16,4.32133674621582e-06,464
0,0,True,15,16,4.6193599700927734e-06,465
0,0,True,15,16,4.76837158203125e-06,466
0,0,True,13,16,7.356916155133929e-06,467
0,0,True,15,16,7.62939453125e-06,468
1,1,True,14,15,6.98225838797433e-06,469
0,0,True,7,16,4.649162292480469e-06,470
0,0,True,13,16,7.254736764090401e-06,471
0,0,True,7,16,4.470348358154297e-06,472
1,1,True,14,15,4.836491176060268e-06,473
0,0,True,11,16,1.0569890340169271e-05,474
0,0,True,7,16,4.410743713378906e-06,475
0,0,True,15,16,5.990266799926758e-06,476
0,0,True,7,16,4.0531158447265625e-06,477
1,1,True,16,15,9.179115295410156e-06,478
1,1,True,8,15,5.662441253662109e-06,479
1,1,True,16,15,7.420778274536133e-06,480
Draw,1,False,16,15,5.0067901611328125e-06,481
0,0,True,7,16,4.470348358154297e-06,482
0,0,True,7,16,3.993511199951172e-06,483
0,0,True,7,16,4.5299530029296875e-06,484
0,0,True,7,16,4.470348358154297e-06,485
Draw,0,False,16,16,7.18235969543457e-06,486
1,1,True,14,15,1.0728836059570312e-05,487
1,1,True,12,15,8.940696716308594e-06,488
Draw,1,False,16,15,1.1146068572998047e-05,489
0,0,True,7,16,4.589557647705078e-06,490
0,0,True,15,16,4.798173904418945e-06,491
1,1,True,16,15,7.092952728271484e-06,492
Draw,0,False,16,16,6.22868537902832e-06,493
1,1,True,16,15,1.0758638381958008e-05,494
1,1,True,16,15,7.62939453125e-06,495
1,1,True,16,15,9.953975677490234e-06,496
0,0,True,11,16,6.67572021484375e-06,497
0,0,True,7,16,4.589557647705078e-06,498
Draw,0,False,16,16,6.020069122314453e-06,499
0,0,True,15,16,4.112720489501953e-06,500
0,0,True,7,16,4.351139068603516e-06,501
1,1,True,12,15,1.0967254638671875e-05,502
1,1,True,14,15,5.790165492466518e-06,503
Draw,0,False,16,16,4.380941390991211e-06,504
1,1,True,8,15,4.708766937255859e-06,505
Draw,0,False,16,16,5.424022674560547e-06,506
1,1,True,14,15,5.619866507393974e-06,507
Draw,1,False,16,15,7.927417755126953e-06,508
0,0,True,11,16,5.4836273193359375e-06,509
0,0,True,7,16,4.112720489501953e-06,510
1,1,True,14,15,6.164823259626116e-06,511
0,0,True,7,16,3.993511199951172e-06,512
0,0,True,15,16,4.231929779052734e-06,513
0,0,True,15,16,4.6193599700927734e-06,514
1,1,True,10,15,6.723403930664062e-06,515
1,1,True,16,15,6.705522537231445e-06,516
1,1,True,16,15,6.079673767089844e-06,517
0,0,True,11,16,4.410743713378906e-06,518
1,1,True,12,15,7.033348083496094e-06,519
1,1,True,16,15,5.4836273193359375e-06,520
Draw,1,False,16,15,4.678964614868164e-06,521
Draw,0,False,16,16,6.407499313354492e-06,522
1,1,True,16,15,7.539987564086914e-06,523
0,0,True,15,16,4.172325134277344e-06,524
1,1,True,16,15,6.735324859619141e-06,525
1,1,True,12,15,9.5367431640625e-06,526
0,0,True,7,16,4.112720489501953e-06,527
1,1,True,16,15,7.927417755126953e-06,528
0,0,True,15,16,6.16908073425293e-06,529
0,0,True,7,16,4.589557647705078e-06,530
0,0,True,15,16,8.672475814819336e-06,531
1,1,True,16,15,9.417533874511719e-06,532
0,0,True,7,16,4.112720489501953e-06,533
1,1,True,16,15,6.645917892456055e-06,534
1,1,True,8,15,4.708766937255859e-06,535
Draw,0,False,16,16,4.082918167114258e-06,536
0,0,True,15,16,6.288290023803711e-06,537
Draw,1,False,16,15,5.453824996948242e-06,538
0,0,True,11,16,4.2120615641276044e-06,539
0,0,True,7,16,4.291534423828125e-06,540
1,1,True,10,15,1.0061264038085938e-05,541
Draw,0,False,16,16,6.198883056640625e-06,542
Draw,1,False,16,15,5.21540641784668e-06,543
1,1,True,16,15,7.957220077514648e-06,544
Draw,0,False,16,16,5.513429641723633e-06,545
Draw,0,False,16,16,5.900859832763672e-06,546
1,1,True,8,15,5.066394805908203e-06,547
0,0,True,7,16,7.3909759521484375e-06,548
Draw,0,False,16,16,5.900859832763672e-06,549
0,0,True,7,16,4.172325134277344e-06,550
Draw,0,False,16,16,4.4405460357666016e-06,551
Draw,0,False,16,16,9.894371032714844e-06,552
Draw,0,False,16,16,7.241964340209961e-06,553
1,1,True,16,15,4.76837158203125e-06,554
1,1,True,16,15,6.22868537902832e-06,555
1,1,True,16,15,8.285045623779297e-06,556
Draw,0,False,16,16,8.344650268554688e-06,557
Draw,0,False,16,16,4.32133674621582e-06,558
1,1,True,8,15,5.185604095458984e-06,559
Draw,0,False,16,16,4.708766937255859e-06,560
0,0,True,15,16,4.32133674621582e-06,561
Draw,0,False,16,16,7.3909759521484375e-06,562
0,0,True,15,16,7.241964340209961e-06,563
1,1,True,14,15,7.288796561104911e-06,564
1,1,True,8,15,5.4836273193359375e-06,565
0,0,True,7,16,4.649162292480469e-06,566
1,1,True,14,15,6.062643868582589e-06,567
1,1,True,16,15,4.76837158203125e-06,568
0,0,True,7,16,4.231929779052734e-06,569
0,0,True,7,16,4.470348358154297e-06,570
0,0,True,7,16,3.993511199951172e-06,571
1,1,True,16,15,7.331371307373047e-06,572
0,0,True,15,16,4.26173210144043e-06,573
1,1,True,10,15,1.2159347534179688e-05,574
1,1,True,16,15,8.404254913330078e-06,575
0,0,True,7,16,4.649162292480469e-06,576
1,1,True,8,15,4.708766937255859e-06,577
1,1,True,12,15,4.5299530029296875e-06,578
0,0,True,15,16,6.467103958129883e-06,579
1,1,True,10,15,6.4849853515625e-06,580
1,1,True,8,15,4.887580871582031e-06,581
1,1,True,16,15,4.738569259643555e-06,582
1,1,True,16,15,6.705522537231445e-06,583
1,1,True,16,15,7.0035457611083984e-06,584
0,0,True,7,16,4.351139068603516e-06,585
1,1,True,16,15,6.467103958129883e-06,586
0,0,True,7,16,4.231929779052734e-06,587
1,1,True,8,15,5.066394805908203e-06,588
0,0,True,7,16,5.0067901611328125e-06,589
0,0,True,15,16,7.450580596923828e-06,590
1,1,True,10,15,4.291534423828125e-06,591
0,0,True,7,16,4.827976226806641e-06,592
