start_number,winner,minimax_player,minimax_bot_wins,turns,max_depth,avg_minimax_time,game_number
28,0,0,True,7,28,0.0008929967880249023,1726
22,0,0,True,7,22,0.00041407346725463867,1727
29,0,0,True,7,29,0.0009870529174804688,1728
21,0,0,True,9,21,0.0002799510955810547,1729
30,0,0,True,9,30,0.0009287834167480469,1730
30,0,0,True,9,30,0.001500082015991211,1731
25,0,0,True,7,25,0.0006050467491149902,1732
28,0,0,True,7,28,0.0014503002166748047,1733
18,1,1,True,8,17,0.00017631053924560547,1734
27,0,0,True,11,27,0.0012685060501098633,1735
21,1,1,True,6,10,6.024042765299479e-05,1736
18,1,1,True,6,9,5.3087870279947914e-05,1737
23,0,0,True,9,23,0.0005855560302734375,1738
23,1,1,True,8,11,8.547306060791016e-05,1739
23,0,0,True,11,23,0.0004887183507283529,1740
25,1,1,True,10,24,0.0006676673889160156,1741
25,0,0,True,7,25,0.0005854368209838867,1742
24,0,0,True,7,24,0.0005071759223937988,1743
23,0,0,True,11,23,0.000493009885152181,1744
23,0,0,True,7,23,0.0004502534866333008,1745
23,0,0,True,7,23,0.0007132291793823242,1746
19,1,1,True,8,9,5.0008296966552734e-05,1747
17,0,0,True,7,17,0.00018042325973510742,1748
26,0,0,True,13,26,0.0006527900695800781,1749
16,1,1,True,8,15,0.0001857280731201172,1750
26,0,0,True,11,26,0.0007454554239908854,1751
29,0,0,True,7,29,0.000916898250579834,1752
24,0,0,True,9,24,0.0008514404296875,1753
18,1,1,True,6,17,0.00021489461263020834,1754
25,1,1,True,12,24,0.000368038813273112,1755
23,0,0,True,7,23,0.0007253289222717285,1756
24,1,1,True,6,12,8.559226989746094e-05,1757
23,1,1,True,8,11,8.487701416015625e-05,1758
24,1,1,True,6,12,8.535385131835938e-05,1759
21,0,0,True,9,21,0.0002723217010498047,1760
17,1,1,True,6,16,0.00018374125162760416,1761
17,0,0,True,7,17,0.00018036365509033203,1762
27,1,1,True,6,13,0.00010784467061360677,1763
26,1,1,True,6,13,0.00010291735331217448,1764
23,1,1,True,12,22,0.00043010711669921875,1765
28,0,0,True,7,28,0.0008329153060913086,1766
29,1,1,True,8,14,0.0001608133316040039,1767
27,0,0,True,7,27,0.0007370114326477051,1768
18,0,0,True,9,18,0.00026636123657226564,1769
27,0,0,True,9,27,0.000990438461303711,1770
19,0,0,True,7,19,0.00024902820587158203,1771
16,1,1,True,6,8,3.631909688313802e-05,1772
28,1,1,True,8,14,0.00010859966278076172,1773
27,0,0,True,7,27,0.0007366538047790527,1774
16,1,1,True,8,8,4.220008850097656e-05,1775
27,1,1,True,10,26,0.000882101058959961,1776
16,1,1,True,8,15,0.00018388032913208008,1777
23,0,0,True,11,23,0.0004857778549194336,1778
15,0,0,True,7,15,0.00018227100372314453,1779
16,1,1,True,6,8,3.647804260253906e-05,1780
19,1,1,True,8,9,5.6803226470947266e-05,1781
16,0,0,True,7,16,0.0001494288444519043,1782
15,1,1,True,8,14,0.00016361474990844727,1783
26,0,0,True,7,26,0.0006474852561950684,1784
25,0,0,True,7,25,0.0005751848220825195,1785
28,0,0,True,7,28,0.0008324980735778809,1786
15,0,0,True,7,15,0.00013363361358642578,1787
18,1,1,True,8,9,4.988908767700195e-05,1788
20,0,0,True,7,20,0.0002872943878173828,1789
27,1,1,True,8,26,0.0006489157676696777,1790
29,1,1,True,8,28,0.000855863094329834,1791
20,1,1,True,10,19,0.00022120475769042968,1792
27,0,0,True,9,27,0.0010458469390869141,1793
27,0,0,True,7,27,0.0007545351982116699,1794
15,0,0,True,7,15,0.00013083219528198242,1795
16,0,0,True,7,16,0.00015550851821899414,1796
20,1,1,True,8,19,0.0003845095634460449,1797
30,1,1,True,8,15,0.00013327598571777344,1798
18,1,0,False,8,18,0.00022614002227783203,1799
29,0,0,True,7,29,0.000965118408203125,1800
16,0,0,True,5,16,0.00018477439880371094,1801
17,0,1,False,7,8,4.9591064453125e-05,1802
26,0,0,True,7,26,0.0007056593894958496,1803
24,1,1,True,6,12,8.50359598795573e-05,1804
27,0,0,True,7,27,0.0007621049880981445,1805
24,0,0,True,7,24,0.0005173087120056152,1806
15,0,0,True,7,15,0.00019466876983642578,1807
19,0,0,True,9,19,0.0003220558166503906,1808
17,1,1,True,8,16,0.00016045570373535156,1809
27,1,1,True,6,13,0.00010959307352701823,1810
30,0,0,True,9,30,0.0014374256134033203,1811
23,1,1,True,8,22,0.000644385814666748,1812
21,1,1,True,6,20,0.0003649393717447917,1813
25,1,1,True,6,12,0.00010720888773600261,1814
15,0,0,True,7,15,0.0001373887062072754,1815
24,0,0,True,9,24,0.0008823871612548828,1816
27,0,0,True,9,27,0.0010309219360351562,1817
28,0,0,True,7,28,0.0007818937301635742,1818
18,1,1,True,6,17,0.00021791458129882812,1819
19,1,1,True,6,9,5.157788594563802e-05,1820
24,0,0,True,9,24,0.0008761882781982422,1821
20,1,1,True,8,10,6.55055046081543e-05,1822
26,0,0,True,7,26,0.000678718090057373,1823
19,0,0,True,9,19,0.00021505355834960938,1824
25,1,1,True,6,12,9.584426879882812e-05,1825
28,1,1,True,8,14,0.00016176700592041016,1826
28,1,1,True,10,27,0.0010107994079589845,1827
17,0,0,True,7,17,0.00018721818923950195,1828
30,1,1,True,8,29,0.0009656548500061035,1829
27,1,1,True,6,13,0.00010999043782552083,1830
27,0,0,True,7,27,0.0007538795471191406,1831
18,0,0,True,7,18,0.000340878963470459,1832
21,1,1,True,8,10,6.884336471557617e-05,1833
16,0,0,True,5,16,0.00018493334452311197,1834
17,0,0,True,7,17,0.00018095970153808594,1835
28,1,1,True,8,27,0.0007692575454711914,1836
18,0,0,True,7,18,0.00023365020751953125,1837
19,0,0,True,9,19,0.00022487640380859376,1838
17,0,0,True,5,17,0.00021680196126302084,1839
28,0,0,True,7,28,0.0008440613746643066,1840
19,0,0,True,9,19,0.00031604766845703123,1841
16,0,0,True,5,16,0.00018254915873209635,1842
20,0,0,True,7,20,0.00028908252716064453,1843
20,0,0,True,5,20,0.00035508473714192707,1844
19,1,1,True,10,18,0.00018463134765625,1845
22,1,1,True,8,21,0.00032973289489746094,1846
28,0,0,True,7,28,0.0008307099342346191,1847
22,0,0,True,7,22,0.00039207935333251953,1848
23,0,0,True,7,23,0.0004507899284362793,1849
19,0,0,True,7,19,0.00037342309951782227,1850
22,0,0,True,11,22,0.00028312206268310547,1851
26,1,1,True,6,13,0.00010283788045247395,1852
20,0,0,True,9,20,0.00025243759155273436,1853
22,1,1,True,10,21,0.000284576416015625,1854
16,0,1,False,7,8,4.975001017252604e-05,1855
20,1,1,True,8,19,0.0003802180290222168,1856
28,1,1,True,8,27,0.0007486343383789062,1857
20,1,1,True,8,10,6.526708602905273e-05,1858
27,1,1,True,10,26,0.0008803844451904297,1859
17,0,0,True,5,17,0.0002124309539794922,1860
27,0,0,True,9,27,0.000993490219116211,1861
27,0,0,True,9,27,0.0009948253631591798,1862
15,0,0,True,7,15,0.00019085407257080078,1863
30,0,0,True,9,30,0.0009114742279052734,1864
30,1,1,True,8,29,0.0008869767189025879,1865
17,1,1,True,8,16,0.00015562772750854492,1866
21,0,0,True,7,21,0.0003268122673034668,1867
17,0,1,False,7,8,4.967053731282552e-05,1868
17,1,1,True,6,8,3.902117411295573e-05,1869
27,1,1,True,6,13,0.00011444091796875,1870
23,0,0,True,11,23,0.00033219655354817707,1871
19,1,1,True,10,18,0.0002697944641113281,1872
29,1,1,True,8,14,0.0010585188865661621,1873
30,1,1,True,8,29,0.0008677244186401367,1874
23,0,0,True,11,23,0.0003796021143595378,1875
16,0,0,True,5,16,0.00018445650736490885,1876
28,1,1,True,10,27,0.0009941577911376954,1877
22,1,1,True,6,11,7.939338684082031e-05,1878
29,1,1,True,8,14,0.0001589059829711914,1879
18,1,1,True,6,17,0.00021656354268391928,1880
30,1,1,True,8,29,0.0008745789527893066,1881
30,0,0,True,9,30,0.0008879661560058594,1882
30,0,0,True,9,30,0.0008956432342529297,1883
25,1,1,True,6,12,9.171168009440105e-05,1884
18,0,0,True,7,18,0.00032085180282592773,1885
28,0,0,True,7,28,0.0009244084358215332,1886
27,1,1,True,10,26,0.0008725643157958985,1887
20,0,0,True,5,20,0.00035683314005533856,1888
22,0,0,True,9,22,0.0003223419189453125,1889
25,0,0,True,7,25,0.0005915164947509766,1890
29,1,1,True,8,28,0.0008352994918823242,1891
20,0,0,True,9,20,0.00024099349975585936,1892
27,1,1,True,6,13,0.00010641415913899739,1893
28,0,0,True,7,28,0.0008395910263061523,1894
17,1,1,True,6,8,3.66369883219401e-05,1895
21,0,0,True,9,21,0.0002765655517578125,1896
24,0,0,True,13,24,0.0006330013275146484,1897
24,0,0,True,11,24,0.0005700190862019857,1898
15,0,0,True,7,15,0.00018280744552612305,1899
21,0,0,True,5,21,0.000408172607421875,1900
27,0,0,True,11,27,0.0010826587677001953,1901
25,0,0,True,9,25,0.000778961181640625,1902
16,0,0,True,7,16,0.00015693902969360352,1903
21,0,0,True,7,21,0.00032967329025268555,1904
24,1,1,True,6,12,9.544690450032552e-05,1905
20,0,0,True,9,20,0.00024728775024414064,1906
20,1,1,True,6,10,6.016095479329427e-05,1907
25,0,0,True,9,25,0.0009846210479736329,1908
24,0,0,True,7,24,0.000505983829498291,1909
16,1,1,True,6,8,3.6716461181640625e-05,1910
16,0,0,True,5,16,0.00018509229024251303,1911
15,0,0,True,7,15,0.00018769502639770508,1912
16,0,0,True,5,16,0.00022570292154947916,1913
29,0,0,True,7,29,0.0008773207664489746,1914
27,1,1,True,12,26,0.0009725491205851237,1915
29,0,0,True,7,29,0.0009372234344482422,1916
28,1,1,True,8,14,0.00011134147644042969,1917
17,0,0,True,5,17,0.0002158482869466146,1918
17,1,1,True,6,8,3.6557515462239586e-05,1919
29,1,1,True,8,28,0.000837862491607666,1920
17,1,1,True,6,8,3.6557515462239586e-05,1921
25,1,1,True,8,24,0.0005092620849609375,1922
26,1,1,True,6,13,0.00010641415913899739,1923
29,1,1,True,8,14,0.00015842914581298828,1924
21,1,1,True,6,10,6.341934204101562e-05,1925
20,0,0,True,7,20,0.00028842687606811523,1926
16,0,0,True,7,16,0.0001551508903503418,1927
21,0,0,True,9,21,0.00027709007263183595,1928
29,0,0,True,7,29,0.0009368658065795898,1929
26,0,0,True,7,26,0.0006777048110961914,1930
17,0,0,True,7,17,0.00018334388732910156,1931
15,0,0,True,7,15,0.00018453598022460938,1932
22,1,1,True,6,11,7.557868957519531e-05,1933
25,1,1,True,6,12,8.463859558105469e-05,1934
17,0,0,True,5,17,0.00021179517110188803,1935
30,0,0,True,9,30,0.0014266490936279297,1936
15,1,1,True,8,14,0.00015497207641601562,1937
21,1,1,True,6,10,5.9604644775390625e-05,1938
19,0,0,True,9,19,0.0003226280212402344,1939
24,1,1,True,10,23,0.0005922317504882812,1940
20,0,0,True,5,20,0.0003701051076253255,1941
27,0,0,True,9,27,0.0010037899017333984,1942
15,1,1,True,8,14,0.00015592575073242188,1943
29,0,0,True,7,29,0.0008884668350219727,1944
27,1,1,True,8,26,0.0006588101387023926,1945
25,0,0,True,7,25,0.0005789995193481445,1946
25,0,0,True,7,25,0.0005816817283630371,1947
28,1,1,True,12,27,0.001275181770324707,1948
20,0,0,True,5,20,0.00036104520161946613,1949
17,1,1,True,8,16,0.00015497207641601562,1950
24,1,1,True,12,23,0.0004925727844238281,1951
20,1,1,True,8,19,0.0003822445869445801,1952
25,1,1,True,12,24,0.000383297602335612,1953
20,1,1,True,8,19,0.0002497434616088867,1954
18,1,1,True,8,17,0.00018042325973510742,1955
30,0,0,True,9,30,0.0013894081115722657,1956
27,1,1,True,6,13,0.00010975201924641927,1957
19,0,0,True,9,19,0.00021181106567382812,1958
29,0,0,True,7,29,0.0008776187896728516,1959
17,0,0,True,7,17,0.0001760721206665039,1960
15,0,0,True,7,15,0.00012749433517456055,1961
27,1,1,True,6,13,0.00010617574055989583,1962
24,1,1,True,6,12,8.630752563476562e-05,1963
22,0,0,True,7,22,0.0006008148193359375,1964
29,1,1,True,8,28,0.0008295178413391113,1965
30,1,1,True,8,29,0.0008900761604309082,1966
27,1,1,True,6,13,0.00010585784912109375,1967
21,1,1,True,6,20,0.00036795934041341144,1968
27,0,0,True,11,27,0.0010907649993896484,1969
30,1,1,True,8,29,0.000865936279296875,1970
18,0,0,True,9,18,0.00027399063110351564,1971
24,0,0,True,7,24,0.0005314350128173828,1972
19,1,1,True,6,9,4.824002583821615e-05,1973
25,0,0,True,7,25,0.000597536563873291,1974
16,1,1,True,6,8,3.679593404134115e-05,1975
25,0,0,True,7,25,0.0005867481231689453,1976
28,0,0,True,7,28,0.0007941126823425293,1977
19,0,0,True,9,19,0.00021533966064453126,1978
25,0,0,True,9,25,0.0007659912109375,1979
20,0,0,True,5,20,0.0003539721171061198,1980
19,0,0,True,9,19,0.0003104209899902344,1981
19,0,0,True,9,19,0.00021548271179199218,1982
15,1,1,True,6,7,3.504753112792969e-05,1983
25,0,0,True,7,25,0.0005854964256286621,1984
30,1,1,True,8,29,0.0009878873825073242,1985
20,1,1,True,10,10,6.604194641113281e-05,1986
17,0,0,True,7,17,0.00018149614334106445,1987
16,1,1,True,6,8,3.949801127115885e-05,1988
21,1,1,True,6,20,0.00035492579142252606,1989
30,1,1,True,8,15,0.00014573335647583008,1990
16,0,0,True,5,16,0.00018994013468424478,1991
21,0,0,True,5,21,0.0004222393035888672,1992
25,0,0,True,7,25,0.000600278377532959,1993
28,1,1,True,10,27,0.001015615463256836,1994
27,0,0,True,9,27,0.0010164737701416015,1995
28,0,0,True,7,28,0.0008497834205627441,1996
30,0,0,True,9,30,0.0009088516235351562,1997
18,1,0,False,8,18,0.00022411346435546875,1998
21,1,1,True,6,10,6.016095479329427e-05,1999
23,1,1,True,8,11,8.320808410644531e-05,2000
23,0,0,True,9,23,0.00037598609924316406,2001
25,1,1,True,6,12,8.980433146158855e-05,2002
18,1,1,True,6,17,0.0002124309539794922,2003
22,1,1,True,6,11,7.859865824381511e-05,2004
28,1,1,True,8,27,0.000747978687286377,2005
27,0,0,True,15,27,0.0009573996067047119,2006
15,1,1,True,8,14,0.00015538930892944336,2007
25,0,0,True,7,25,0.0005946755409240723,2008
23,1,1,True,10,22,0.00033593177795410156,2009
26,0,0,True,7,26,0.0006826519966125488,2010
15,1,1,True,8,14,0.00015592575073242188,2011
18,1,1,True,8,17,0.00017273426055908203,2012
24,0,0,True,7,24,0.0005103349685668945,2013
30,0,0,True,9,30,0.0014348030090332031,2014
19,0,0,True,9,19,0.00021395683288574218,2015
29,0,0,True,7,29,0.000868678092956543,2016
21,1,1,True,10,10,6.594657897949219e-05,2017
19,1,1,True,10,18,0.0002802371978759766,2018
30,0,0,True,9,30,0.00091400146484375,2019
26,1,1,True,8,25,0.0005753040313720703,2020
15,1,1,True,6,7,3.488858540852865e-05,2021
30,1,1,True,8,29,0.0008667111396789551,2022
23,0,0,True,9,23,0.0003811359405517578,2023
28,1,1,True,12,27,0.001077731450398763,2024
15,0,1,False,7,14,0.00014162063598632812,2025
18,1,1,True,6,17,0.00021298726399739584,2026
17,0,0,True,7,17,0.00018417835235595703,2027
16,1,1,True,8,8,4.2378902435302734e-05,2028
15,1,1,True,8,14,0.00011217594146728516,2029
24,0,0,True,7,24,0.0005061626434326172,2030
30,0,0,True,9,30,0.0013872146606445312,2031
17,1,1,True,8,16,0.00015795230865478516,2032
25,0,0,True,13,25,0.000724724360874721,2033
22,0,0,True,7,22,0.0006107687950134277,2034
20,0,0,True,5,20,0.00036795934041341144,2035
27,1,1,True,10,26,0.0009114742279052734,2036
16,1,1,True,8,15,0.0001347661018371582,2037
25,0,0,True,7,25,0.0006334185600280762,2038
18,1,1,True,8,17,0.00022786855697631836,2039
30,1,0,False,8,30,0.0011224746704101562,2040
17,0,0,True,7,17,0.00018078088760375977,2041
27,0,0,True,7,27,0.0007884502410888672,2042
24,1,1,True,6,12,9.520848592122395e-05,2043
18,1,1,True,6,17,0.0002434253692626953,2044
28,1,1,True,8,14,0.0001614093780517578,2045
23,1,1,True,8,11,9.608268737792969e-05,2046
25,0,0,True,9,25,0.0007858753204345703,2047
23,1,1,True,10,22,0.0003691673278808594,2048
25,1,1,True,14,24,0.0007340908050537109,2049
25,0,0,True,7,25,0.000658571720123291,2050
20,0,0,True,5,20,0.00035119056701660156,2051
24,1,0,False,12,24,0.0005906422932942709,2052
29,1,1,True,8,28,0.0008489489555358887,2053
16,1,1,True,8,8,4.273653030395508e-05,2054
21,0,0,True,9,21,0.0002770423889160156,2055
15,0,0,True,7,15,0.0001271367073059082,2056
15,0,0,True,7,15,0.0001957416534423828,2057
21,0,0,True,9,21,0.0002747058868408203,2058
21,0,0,True,7,21,0.0003306865692138672,2059
24,1,1,True,8,23,0.0004680156707763672,2060
17,0,0,True,7,17,0.00018298625946044922,2061
28,0,0,True,7,28,0.0008214116096496582,2062
15,0,0,True,7,15,0.0001277327537536621,2063
25,0,0,True,7,25,0.0005775690078735352,2064
16,1,1,True,8,15,0.00019794702529907227,2065
15,1,1,True,6,7,2.8371810913085938e-05,2066
23,1,1,True,10,22,0.00032343864440917967,2067
29,1,1,True,8,14,0.00015592575073242188,2068
26,0,0,True,11,26,0.0009676615397135416,2069
25,1,1,True,10,24,0.00042858123779296873,2070
21,0,0,True,5,21,0.00041254361470540363,2071
19,1,1,True,10,18,0.00027179718017578125,2072
26,1,1,True,6,13,0.00010315577189127605,2073
18,1,1,True,6,9,4.8319498697916664e-05,2074
20,0,0,True,5,20,0.00034991900126139325,2075
19,1,1,True,8,18,0.000368654727935791,2076
15,1,1,True,6,7,4.975001017252604e-05,2077
21,1,1,True,6,10,8.543332417805989e-05,2078
30,1,1,True,8,15,0.00017750263214111328,2079
29,0,0,True,7,29,0.0009007453918457031,2080
20,0,0,True,9,20,0.00024433135986328124,2081
28,1,1,True,14,27,0.0011052744729178293,2082
27,0,0,True,7,27,0.0007665753364562988,2083
19,1,1,True,8,18,0.0003287792205810547,2084
16,0,0,True,7,16,0.00015610456466674805,2085
17,0,0,True,7,17,0.00018268823623657227,2086
24,1,1,True,6,12,8.614857991536458e-05,2087
15,1,1,True,6,7,2.8053919474283855e-05,2088
29,0,0,True,7,29,0.0009295940399169922,2089
17,1,1,True,6,16,0.00022077560424804688,2090
23,0,0,True,7,23,0.0007196664810180664,2091
27,1,1,True,6,13,0.0001098314921061198,2092
15,0,0,True,7,15,0.0001341700553894043,2093
16,0,0,True,7,16,0.00017601251602172852,2094
16,1,1,True,8,15,0.0001316666603088379,2095
27,0,0,True,7,27,0.0007398128509521484,2096
19,0,0,True,9,19,0.000214385986328125,2097
25,0,0,True,13,25,0.0005795615059988839,2098
20,1,1,True,6,10,6.087621053059896e-05,2099
15,1,1,True,6,7,2.8212865193684895e-05,2100
23,1,1,True,8,22,0.0003851652145385742,2101
20,1,1,True,8,19,0.0002498030662536621,2102
29,1,1,True,8,28,0.0007786750793457031,2103
22,1,1,True,6,21,0.0004258155822753906,2104
23,1,1,True,12,22,0.0004361073176066081,2105
26,1,1,True,14,25,0.0007521765572684151,2106
30,0,0,True,9,30,0.0008803367614746094,2107
18,1,1,True,8,9,5.620718002319336e-05,2108
28,0,0,True,7,28,0.0008361935615539551,2109
27,1,1,True,12,26,0.0007696946461995443,2110
16,1,1,True,8,15,0.0001297593116760254,2111
22,0,0,True,9,22,0.0005049705505371094,2112
25,0,0,True,7,25,0.0005868673324584961,2113
20,1,1,True,6,10,6.0399373372395836e-05,2114
15,0,0,True,7,15,0.00012695789337158203,2115
27,1,1,True,6,13,0.0001056989034016927,2116
26,1,1,True,6,13,0.00010307629903157552,2117
27,1,1,True,12,26,0.0011118650436401367,2118
29,0,0,True,7,29,0.0008989572525024414,2119
30,0,0,True,9,30,0.0014037609100341797,2120
24,1,1,True,6,12,8.638699849446614e-05,2121
26,1,1,True,12,25,0.0008290608723958334,2122
19,0,0,True,7,19,0.0002511739730834961,2123
23,0,0,True,9,23,0.0006318569183349609,2124
20,1,1,True,10,19,0.0003154277801513672,2125
30,0,0,True,9,30,0.0014452457427978516,2126
23,1,1,True,8,22,0.000716865062713623,2127
27,0,0,True,7,27,0.0007658004760742188,2128
24,1,1,True,8,23,0.000732719898223877,2129
16,0,0,True,5,16,0.0001854101816813151,2130
20,1,1,True,10,19,0.0003609657287597656,2131
17,0,0,True,5,17,0.00022427241007486978,2132
22,1,1,True,6,21,0.0004238287607828776,2133
27,1,1,True,10,26,0.0008937835693359375,2134
17,0,0,True,5,17,0.00022029876708984375,2135
16,0,0,True,5,16,0.0001850128173828125,2136
21,0,0,True,5,21,0.00042049090067545575,2137
20,0,0,True,7,20,0.0002944469451904297,2138
25,1,1,True,12,24,0.0007504622141520182,2139
26,1,1,True,10,25,0.00098114013671875,2140
24,1,1,True,6,12,8.908907572428386e-05,2141
27,1,1,True,6,13,0.00010633468627929688,2142
19,1,1,True,8,9,4.982948303222656e-05,2143
19,0,0,True,9,19,0.0002201557159423828,2144
27,0,0,True,7,27,0.0007810592651367188,2145
27,1,1,True,6,13,0.00012000401814778645,2146
18,0,0,True,7,18,0.00032591819763183594,2147
28,0,1,False,7,14,0.0001388390858968099,2148
29,1,1,True,8,14,0.0001691579818725586,2149
24,0,0,True,11,24,0.0006072123845418295,2150
15,1,1,True,6,7,3.528594970703125e-05,2151
20,0,0,True,5,20,0.0003745555877685547,2152
22,1,1,True,10,11,8.177757263183594e-05,2153
29,1,1,True,8,14,0.0001093745231628418,2154
21,0,0,True,9,21,0.0002888679504394531,2155
18,1,1,True,6,9,5.284945170084635e-05,2156
23,0,0,True,7,23,0.0004672408103942871,2157
25,1,1,True,8,24,0.0005347728729248047,2158
28,0,0,True,7,28,0.0008478164672851562,2159
30,0,0,True,9,30,0.0016295909881591797,2160
15,1,1,True,6,7,3.314018249511719e-05,2161
29,1,1,True,8,14,0.00012624263763427734,2162
28,1,1,True,8,14,0.0001716017723083496,2163
21,0,0,True,9,21,0.00028209686279296876,2164
24,1,1,True,10,23,0.00040283203125,2165
16,0,0,True,5,16,0.0002178351084391276,2166
29,0,0,True,7,29,0.0010784268379211426,2167
19,1,1,True,8,18,0.00032967329025268555,2168
29,0,1,False,7,14,0.00015767415364583334,2169
15,0,0,True,7,15,0.00019735097885131836,2170
21,1,1,True,8,20,0.00034737586975097656,2171
26,1,1,True,6,13,0.00011110305786132812,2172
22,1,0,False,10,22,0.0003582954406738281,2173
28,1,1,True,12,27,0.0015123287836710613,2174
15,0,0,True,7,15,0.00014072656631469727,2175
17,1,1,True,8,16,0.0001728534698486328,2176
21,0,0,True,9,21,0.0002838134765625,2177
27,1,1,True,6,13,0.00010355313618977864,2178
25,0,0,True,9,25,0.0009972095489501954,2179
15,0,0,True,7,15,0.00019240379333496094,2180
28,0,0,True,7,28,0.0008552074432373047,2181
15,1,1,True,6,7,3.568331400553385e-05,2182
22,0,0,True,7,22,0.0003991127014160156,2183
28,1,1,True,10,27,0.0010254859924316406,2184
27,0,0,True,7,27,0.000764012336730957,2185
29,1,1,True,8,28,0.0008615851402282715,2186
26,1,0,False,14,26,0.0015423297882080078,2187
25,1,1,True,6,12,0.00010013580322265625,2188
26,1,1,True,6,13,0.00012461344401041666,2189
19,0,0,True,7,19,0.00039374828338623047,2190
17,1,1,True,6,8,3.6716461181640625e-05,2191
17,0,1,False,7,8,4.9908955891927086e-05,2192
21,1,1,True,8,20,0.0002893209457397461,2193
23,1,1,True,8,22,0.0004087090492248535,2194
29,0,1,False,7,14,0.00013836224873860678,2195
16,0,0,True,5,16,0.00018604596455891928,2196
18,1,1,True,8,9,4.976987838745117e-05,2197
17,0,0,True,5,17,0.00021497408548990885,2198
15,1,1,True,6,7,3.4650166829427086e-05,2199
18,0,0,True,9,18,0.0001895904541015625,2200
28,0,0,True,7,28,0.0008388757705688477,2201
19,1,1,True,10,18,0.00019292831420898439,2202
24,1,1,True,6,12,9.655952453613281e-05,2203
30,1,1,True,8,29,0.0012243390083312988,2204
17,1,1,True,6,8,3.679593404134115e-05,2205
24,0,0,True,9,24,0.00045475959777832033,2206
19,0,0,True,7,19,0.00039190053939819336,2207
29,0,0,True,7,29,0.0009454488754272461,2208
30,1,1,True,8,15,0.00019925832748413086,2209
18,1,0,False,8,18,0.0002219080924987793,2210
26,0,0,True,7,26,0.0010643601417541504,2211
27,1,1,True,8,26,0.000711977481842041,2212
23,1,1,True,6,11,7.565816243489583e-05,2213
23,0,1,False,11,22,0.00034122467041015626,2214
18,1,1,True,6,9,4.855791727701823e-05,2215
27,0,0,True,11,27,0.0012737512588500977,2216
29,1,1,True,8,28,0.0007849335670471191,2217
16,0,0,True,5,16,0.00022482872009277344,2218
21,0,0,True,9,21,0.00027384757995605467,2219
30,0,0,True,9,30,0.0014428138732910157,2220
16,0,0,True,5,16,0.00018437703450520834,2221
29,0,0,True,7,29,0.0011236071586608887,2222
21,1,1,True,10,20,0.0003105640411376953,2223
26,1,1,True,12,25,0.0008891820907592773,2224
21,0,0,True,5,21,0.00040976206461588543,2225
18,1,1,True,6,17,0.0002235571543375651,2226
20,1,1,True,8,19,0.0003790855407714844,2227
27,0,0,True,7,27,0.0010429620742797852,2228
23,1,1,True,12,22,0.0004337628682454427,2229
16,1,1,True,6,8,3.66369883219401e-05,2230
24,1,1,True,6,12,9.242693583170573e-05,2231
27,1,1,True,6,13,0.00010975201924641927,2232
18,0,0,True,9,18,0.0001876354217529297,2233
18,1,0,False,8,18,0.00022733211517333984,2234
20,0,1,False,9,10,7.76052474975586e-05,2235
22,1,1,True,6,21,0.0004004637400309245,2236
16,1,1,True,8,8,4.214048385620117e-05,2237
28,1,1,True,8,27,0.0007514357566833496,2238
19,0,0,True,9,19,0.0002147674560546875,2239
26,1,1,True,8,25,0.0005896687507629395,2240
17,0,0,True,7,17,0.00018090009689331055,2241
21,1,1,True,8,20,0.0002884864807128906,2242
28,1,1,True,10,27,0.0010952949523925781,2243
17,1,1,True,8,16,0.0001679062843322754,2244
28,0,1,False,7,14,0.00015966097513834635,2245
30,1,1,True,8,15,0.00012677907943725586,2246
24,0,0,True,9,24,0.0006949901580810547,2247
17,0,0,True,5,17,0.0002117156982421875,2248
17,1,1,True,6,8,3.647804260253906e-05,2249
30,1,1,True,8,29,0.0009282827377319336,2250
16,1,1,True,6,8,3.647804260253906e-05,2251
27,0,0,True,7,27,0.0007573366165161133,2252
23,1,1,True,8,11,8.7738037109375e-05,2253
19,1,1,True,8,18,0.0002123713493347168,2254
17,1,1,True,8,8,4.988908767700195e-05,2255
27,0,0,True,9,27,0.0010264396667480468,2256
15,0,0,True,7,15,0.00013709068298339844,2257
21,0,0,True,9,21,0.0002934455871582031,2258
19,0,0,True,9,19,0.0002197742462158203,2259
19,0,0,True,9,19,0.00022444725036621093,2260
27,1,1,True,8,26,0.0006860494613647461,2261
30,0,0,True,9,30,0.0014163494110107423,2262
27,1,1,True,6,13,0.00012389818827311197,2263
24,1,1,True,6,12,9.067853291829427e-05,2264
20,0,0,True,5,20,0.00036605199178059894,2265
20,1,1,True,8,19,0.0003886222839355469,2266
29,0,0,True,7,29,0.000883936882019043,2267
21,1,1,True,8,20,0.0002970099449157715,2268
20,0,0,True,5,20,0.00034936269124348957,2269
15,1,1,True,6,7,3.457069396972656e-05,2270
17,0,0,True,7,17,0.00017565488815307617,2271
27,0,0,True,9,27,0.001025390625,2272
25,0,0,True,9,25,0.000977802276611328,2273
20,0,0,True,5,20,0.00037749608357747394,2274
22,1,1,True,8,11,8.320808410644531e-05,2275
16,0,0,True,7,16,0.00015026330947875977,2276
15,1,1,True,8,14,0.0001112222671508789,2277
23,1,1,True,6,11,7.526079813639323e-05,2278
29,0,1,False,7,14,0.00013875961303710938,2279
17,0,0,True,7,17,0.0001862049102783203,2280
25,0,0,True,7,25,0.0005974173545837402,2281
